,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
3478,Ford Endeavour 3.0L 4X4 AT,2015,1275000,64000,Diesel,Dealer,Automatic,First Owner,11.4,2953,153.86,7
3479,BMW 6 Series GT 630d Luxury Line,2018,6000000,27000,Diesel,Dealer,Automatic,First Owner,17.09,2993,261.4,4
3480,Maruti Ciaz Delta Automatic BSIV,2019,1025000,15000,Petrol,Dealer,Automatic,First Owner,20.28,1462,103.25,5
3481,Volkswagen Polo GT TSI,2016,675000,69000,Petrol,Dealer,Automatic,First Owner,17.2,1197,103.6,5
3482,Maruti Swift Dzire ZXI Plus BS IV,2017,700000,80000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,5
3483,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2016,780000,60000,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,5
3484,Hyundai Verna 1.6 SX CRDi (O),2017,1050000,70000,Diesel,Dealer,Manual,First Owner,22.32,1582,126.32,5
3485,Audi Q5 45 TDI quattro Technology,2015,2700000,105000,Diesel,Dealer,Automatic,Second Owner,13.22,2967,241.4,5
3486,Tata Bolt Quadrajet XE,2016,400000,100000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,5
3487,Mahindra Bolero 2011-2019 Plus Non AC,2011,400000,100000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,9
3488,Tata Hexa XM,2018,1300000,35000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7
3489,Mahindra TUV 300 mHAWK100 T8,2018,819999,11500,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7
3490,Mahindra TUV 300 T6 Plus AMT,2015,620000,40000,Diesel,Individual,Automatic,First Owner,18.49,1493,100.0,7
3491,Renault KWID 1.0 RXL,2018,260000,50000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5
3492,Hyundai Grand i10 Asta,2015,484999,55380,Petrol,Dealer,Manual,First Owner,18.9,1197,82.0,5
3493,Jaguar XF Diesel,2015,2500000,13500,Diesel,Dealer,Automatic,First Owner,14.74,2993,270.9,5
3494,Volkswagen Ameo 1.2 MPI Highline Plus 16,2017,650000,18816,Petrol,Dealer,Manual,First Owner,17.0,1198,73.75,5
3495,Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1525000,42163,Diesel,Dealer,Automatic,Second Owner,11.36,2755,171.5,7
3496,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,910000,70000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.0,8
3497,Tata Indica V2 DLX BSIII,2016,300000,60000,Diesel,Individual,Manual,Second Owner,17.88,1405,48.21,5
3498,Maruti Zen LXi - BS III,2004,120000,80000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,5
3499,Hyundai i20 Era 1.2,2015,490000,45900,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5
3500,Maruti Alto LXi,2011,155000,40000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
3501,Mahindra Scorpio SLE BSIV,2013,490000,90000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,8
3502,Maruti Alto LXi BSIII,2010,132000,105000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
3503,Hyundai Elite i20 Diesel Sportz,2018,750000,30000,Diesel,Individual,Manual,First Owner,22.54,1396,88.76,5
3504,Maruti Wagon R VXI BS IV with ABS,2011,225000,20000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5
3505,Hyundai i10 Sportz,2011,240000,80000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5
3506,Chevrolet Spark 1.0,2010,80000,80000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,5
3507,Maruti 800 Std,2004,40000,120000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4
3508,Honda BRV i-DTEC V MT,2019,1100000,50000,Diesel,Individual,Manual,Second Owner,21.9,1498,98.6,7
3509,Hyundai Xcent 1.1 CRDi S,2016,380000,80000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.0,5
3510,Tata New Safari DICOR 2.2 EX 4x2,2011,300000,120000,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,7
3511,Maruti Swift VDI,2011,325000,70000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5
3512,Mahindra KUV 100 mFALCON D75 K6,2016,400000,130000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6
3513,Renault Lodgy Stepway 85PS RXZ 8S,2017,800000,50000,Diesel,Individual,Manual,First Owner,21.04,1461,83.8,8
3514,Ford EcoSport 1.5 Diesel Titanium BSIV,2018,950000,80000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5
3515,Mahindra KUV 100 mFALCON G80 K8 5str AW,2017,530000,59000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,5
3516,Chevrolet Enjoy TCDi LTZ 7 Seater,2013,350000,100000,Diesel,Individual,Manual,Third Owner,18.2,1248,73.8,7
3517,Hyundai Sonata 2.4L AT,2008,168000,50000,Petrol,Individual,Automatic,First Owner,11.0,2359,165.0,5
3518,Renault KWID RXT,2016,240000,45000,Petrol,Individual,Manual,Second Owner,25.17,799,53.3,5
3519,Maruti Swift Dzire VDi,2010,220000,80000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248,73.9,5
3520,Maruti Wagon R LXI Minor,2008,110000,80000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1061,67.0,5
3521,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2018,2064000,24000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,8
3522,Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,950000,25000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5
3523,Honda Amaze VX i-DTEC,2013,420000,40000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,5
3524,Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,2010,150000,29000,Petrol,Individual,Manual,First Owner,16.5,1172,65.0,5
3525,Honda Amaze S CVT i-VTEC,2018,750000,15000,Petrol,Individual,Automatic,First Owner,18.1,1199,88.7,5
3526,Toyota Corolla Altis D-4D G,2015,790000,126000,Diesel,Individual,Manual,Third Owner,21.43,1364,87.2,5
3527,Toyota Innova 2.5 V Diesel 7-seater,2011,830000,300000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,7
3528,Toyota Corolla Altis D-4D J,2015,780000,129000,Diesel,Individual,Manual,Third Owner,21.43,1364,87.2,5
3529,Ford EcoSport 1.5 Diesel Trend Plus BSIV,2019,869999,40000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5
3530,Tata Manza Aura (ABS) Quadrajet BS IV,2011,275000,50000,Diesel,Individual,Manual,First Owner,21.12,1248,88.8,5
3531,Hyundai i20 1.2 Asta Option,2017,630000,25000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5
3532,Toyota Corolla H2,2008,150000,60000,Petrol,Individual,Manual,Second Owner,13.4,1794,125.0,5
3533,Tata Indigo CR4,2011,189000,70000,Diesel,Individual,Manual,Second Owner,23.57,1396,70.0,5
3534,Maruti Swift Dzire VDI,2014,580000,120000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5
3535,Fiat Punto 1.3 Emotion,2009,150000,153000,Diesel,Individual,Manual,Second Owner,19.3,1248,82.0,5
3536,Maruti Vitara Brezza VDi,2018,825000,35000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
3537,Tata Safari Storme VX,2016,650000,60000,Diesel,Individual,Manual,Second Owner,14.1,2179,148.0,7
3538,Honda City 1.3 EXI,2004,50000,62000,Petrol,Individual,Manual,Second Owner,13.0,1343,90.0,5
3539,Skoda Fabia 1.2 MPI Ambition,2011,200000,120000,Petrol,Individual,Manual,Second Owner,16.25,1198,73.9,5
3540,Tata Venture LX 7 Str,2013,135000,120000,Diesel,Individual,Manual,Third Owner,15.42,1405,70.0,7
3541,Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017,680000,80000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5
3542,Maruti Alto K10 2010-2014 VXI,2010,240000,80000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5
3543,Force One SX ABS 7 Seating,2014,555000,147279,Diesel,Individual,Manual,Second Owner,17.0,2200,139.01,7
3544,Skoda Rapid 1.6 TDI Ambition Plus,2013,455000,98000,Diesel,Individual,Manual,First Owner,20.5,1598,103.5,5
3545,Maruti Swift Dzire VDI,2018,750000,25000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
3546,Maruti Swift Dzire AMT ZDI,2016,700000,90000,Diesel,Individual,Automatic,First Owner,26.59,1248,74.0,5
3547,Tata Nano XTA,2016,220000,22000,Petrol,Individual,Automatic,First Owner,21.9,624,37.48,4
3548,Tata Indica V2 eLX,2014,160000,120000,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,5
3549,Chevrolet Sail Hatchback Diesel,2013,225000,100000,Diesel,Individual,Manual,Second Owner,22.1,1248,76.9,5
3550,Tata Indigo CS LX (TDI) BS III,2008,140000,120000,Diesel,Individual,Manual,Second Owner,19.09,1396,69.0,5
3551,Maruti Swift Dzire VDI,2014,600000,70000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5
3552,Mahindra XUV500 W10 2WD,2015,1000000,24700,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7
3553,Chevrolet Spark 1.0 LS,2008,65000,100000,Petrol,Individual,Manual,Third Owner,18.0,995,62.0,5
3554,Maruti Ignis 1.2 Delta BSIV,2019,500000,10000,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,5
3555,Mahindra XUV500 W6 2WD,2017,1150000,43526,Diesel,Dealer,Manual,First Owner,16.0,2179,140.0,7
3556,Skoda Fabia 1.2 MPI Ambition Plus,2012,320000,55885,Petrol,Dealer,Manual,First Owner,16.25,1198,75.0,5
3557,Ford Ecosport 1.5 Diesel Titanium,2019,950000,16034,Diesel,Dealer,Manual,First Owner,21.7,1498,98.96,5
3558,Ford Figo Diesel EXI,2012,250000,156040,Diesel,Dealer,Manual,First Owner,20.0,1399,68.0,5
3559,BMW 5 Series 520d,2008,1100000,122000,Diesel,Individual,Automatic,Second Owner,18.48,1995,177.0,5
3560,Maruti Baleno Delta 1.3,2017,600000,20000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5
3561,Maruti Swift VVT VXI,2017,509999,46000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5
3562,Skoda Rapid 1.6 MPI Active BSIV,2016,395000,50000,Petrol,Individual,Manual,Third Owner,15.41,1598,103.2,5
3563,Maruti Wagon R VXI,2018,469000,5000,Petrol,Individual,Manual,First Owner,21.79,998,67.05,5
3564,Maruti Alto 800 LX Optional,2017,250000,42000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5
3565,Chevrolet Spark 1.0 LT,2011,130000,68519,Petrol,Dealer,Manual,First Owner,16.2,995,62.1,5
3566,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019,906000,30000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5
3567,Ford Figo Diesel ZXI,2011,160000,85000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5
3568,Maruti 800 Uniq,2010,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,14.0,796,37.5,5
3569,Maruti Swift Dzire VXI,2014,400000,100000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,5
3570,Tata Tiago XT,2018,450000,22966,Petrol,Dealer,Manual,First Owner,23.84,1199,84.48,5
3571,Mahindra Bolero 2011-2019 SLX,2014,465000,80000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7
3572,Maruti Swift VDI,2012,325000,80000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5
3573,Hyundai EON Era Plus,2014,250000,2350,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
3574,Maruti Alto LXi,2011,175000,50000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
3575,Maruti Alto LXi,2010,175000,58000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
3576,Honda City 2017-2020 VTEC,2006,150000,80000,Petrol,Individual,Manual,Second Owner,16.9,1497,100.0,5
3577,Mahindra Bolero Power Plus SLX,2018,797000,60000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7
3578,Hyundai Elite i20 Asta Option BSIV,2019,800000,35000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5
3579,Mahindra Bolero 2011-2019 SLX,2019,750000,59872,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
3580,Maruti Alto LX,2012,160000,110000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
3581,Mahindra Bolero 2011-2019 SLX 2WD BSIII,2016,700000,91182,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
3582,Hyundai i20 Asta 1.4 CRDi,2012,400000,100000,Diesel,Individual,Manual,First Owner,21.27,1396,88.76,5
3583,Maruti 800 Std BSIII,2002,40000,80000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4
3584,Tata Manza Aura (ABS) Quadrajet BS IV,2012,300000,70000,Diesel,Individual,Manual,Third Owner,21.12,1248,88.8,5
3585,Maruti Celerio ZXI Optional,2017,421000,59500,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,5
3586,Maruti Omni CNG,2000,80000,100000,CNG,Individual,Manual,Second Owner,10.9,796,82.0,8
3587,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,950000,45000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
3588,Hyundai i20 1.4 CRDi Asta,2011,395000,75500,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,5
3589,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,950000,46000,Diesel,Individual,Manual,Second Owner,24.3,1248,88.5,5
3590,Maruti Alto 800 LXI,2013,270000,60000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
3591,Hyundai i20 1.4 Asta (AT),2009,360000,60000,Petrol,Individual,Automatic,Second Owner,15.0,1396,100.0,5
3592,Mercedes-Benz E-Class E250 CDI Avantgrade,2014,1850000,60000,Diesel,Individual,Automatic,Second Owner,13.0,2143,201.1,5
3593,Jeep Compass 2.0 Limited Option,2017,1650000,69123,Diesel,Dealer,Manual,First Owner,17.1,1956,170.0,5
3594,Hyundai i20 Sportz 1.2,2014,459999,40523,Petrol,Dealer,Manual,Second Owner,18.5,1197,82.85,5
3595,Audi A6 35 TFSI Matrix,2019,6223000,7800,Petrol,Dealer,Automatic,Test Drive Car,15.26,1798,187.74,5
3596,Audi A6 35 TFSI Matrix,2019,5923000,11500,Petrol,Dealer,Automatic,Test Drive Car,15.26,1798,187.74,5
3597,Audi A6 35 TFSI Matrix,2019,6523000,23600,Petrol,Dealer,Automatic,Test Drive Car,15.26,1798,187.74,5
3598,Toyota Fortuner 3.0 Diesel,2010,1050000,220000,Diesel,Individual,Manual,Second Owner,11.5,2982,171.0,7
3599,Toyota Qualis GS C1,2004,215000,218000,Diesel,Individual,Manual,Second Owner,19.3,1248,82.0,5
3600,Mahindra XUV500 W8 4WD,2015,1050000,120000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7
3601,Maruti Baleno Alpha Automatic,2018,800000,25000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5
3602,Maruti Baleno Sigma 1.2,2017,530000,42000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5
3603,Maruti Swift Dzire VXI,2015,450000,80000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5
3604,Maruti Alto K10 2010-2014 VXI,2011,235000,60000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5
3605,Maruti Swift Dzire ZDI,2013,550000,240000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5
3606,Skoda Rapid 1.6 MPI AT Elegance,2013,395000,35000,Petrol,Individual,Automatic,Second Owner,14.3,1598,103.5,5
3607,Tata Sumo CX 9 Seater,2008,150000,120000,Diesel,Individual,Manual,First Owner,12.2,1948,68.0,9
3608,Volkswagen Vento 1.5 TDI Comfortline,2015,515000,120000,Diesel,Individual,Manual,Second Owner,20.34,1498,103.2,5
3609,Hyundai i10 Magna 1.1L,2009,160000,35000,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,5
3610,Maruti Alto LX,2007,110000,120000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
3611,Maruti Swift VDI BSIV,2009,210000,110000,Diesel,Individual,Manual,First Owner,19.3,1248,82.0,5
3612,Hyundai Verna Transform SX VGT CRDi,2011,260000,90000,Diesel,Individual,Manual,Third Owner,16.2,1493,110.0,5
3613,Maruti Alto LXi,2007,128000,60000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
3614,Maruti SX4 Zxi BSIII,2010,300000,50000,Petrol,Individual,Manual,First Owner,15.0,1586,104.68,5
3615,Hyundai Grand i10 Asta Option,2017,550000,25000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5
3616,Maruti Alto LXi,2007,150000,80000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5
3617,Mahindra Scorpio Intelli Hybrid S6 Plus,2017,891000,80000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,7
3618,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1050000,70000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7
3619,Hyundai i20 Magna Optional 1.2,2012,380000,27500,Petrol,Individual,Manual,First Owner,18.5,1197,82.9,5
3620,Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,800000,110000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8
3621,Mahindra Logan Petrol 1.4 GLE,2010,200000,120000,Petrol,Individual,Manual,First Owner,15.7,1390,75.0,5
3622,Maruti Ciaz VDi Option SHVS,2016,700000,70000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5
3623,Toyota Qualis FS B3,2002,229999,290000,Diesel,Individual,Manual,First Owner,13.1,2446,75.0,10
3624,Honda Accord 2.4 MT,2010,300000,74000,Petrol,Individual,Manual,Second Owner,12.8,2354,177.6,5
3625,Honda City 2017-2020 GXi,2007,210000,140000,Petrol,Individual,Manual,First Owner,17.7,1497,78.0,5
3626,Maruti Ignis 1.2 Delta BSIV,2017,370000,40000,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,5
3627,Maruti Baleno Delta Automatic,2019,600000,20000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5
3628,Maruti Vitara Brezza VDi,2020,810000,15000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
3629,Fiat Palio 1.2,2006,80000,35000,Petrol,Individual,Manual,First Owner,19.3,1248,82.0,5
3630,Tata Tiago 1.2 Revotron XE,2019,346000,16000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5
3631,Honda City 1.3 EXI,2005,55000,130000,Petrol,Individual,Manual,First Owner,13.0,1343,90.0,5
3632,Tata Safari DICOR 2.2 EX 4x2,2012,250000,118000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.03,7
3633,Maruti Ertiga ZDI,2013,600000,50000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,7
3634,Maruti Eeco 5 Seater AC BSIV,2016,330000,60000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,5
3635,Hyundai i20 Sportz Option 1.2,2014,400000,147000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5
3636,Maruti Swift Dzire VXI,2014,450000,100000,Petrol,Individual,Manual,Third Owner,19.1,1197,85.8,5
3637,Maruti Ertiga SHVS ZDI Plus,2017,800000,55000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7
3638,Maruti Ritz VDi,2010,225000,64000,Diesel,Individual,Manual,Third Owner,21.1,1248,73.9,5
3639,Maruti Zen LXI,2002,55000,100000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,5
3640,Maruti Ertiga SHVS ZDI Plus,2016,900000,50000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7
3641,Volvo S60 D4 SUMMUM,2014,2500000,30000,Diesel,Individual,Automatic,First Owner,9.0,1984,181.0,5
3642,Maruti Wagon R VXI Plus,2018,465000,30000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
3643,Maruti Zen LXI,2004,70000,150000,Petrol,Individual,Manual,First Owner,17.3,993,60.0,5
3644,Tata Zest Revotron 1.2 XT,2016,400000,24177,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5
3645,Tata Indigo LX,2012,185000,80000,Diesel,Individual,Manual,First Owner,16.1,1405,70.0,5
3646,Maruti Wagon R LXI,2006,140000,150000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5
3647,Renault Lodgy 85PS RxE 7 Seater,2015,415000,120000,Diesel,Individual,Manual,Second Owner,21.04,1461,83.8,7
3648,Mahindra Scorpio VLX 2WD AIRBAG BSIV,2012,532000,121779,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,8
3649,Maruti Baleno Delta 1.3,2017,600000,56000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5
3650,Maruti SX4 Vxi BSIII,2008,150000,100000,Petrol,Individual,Manual,Fourth & Above Owner,15.0,1586,104.68,5
3651,Maruti Swift LXI Option,2018,459999,12000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5
3652,Maruti Vitara Brezza ZDi,2017,800000,15381,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
3653,Mahindra Bolero SLX 4WD BSIII,2011,310000,5000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,7
3654,Nissan Terrano XV Premium 110 PS,2014,475000,40000,Diesel,Individual,Manual,First Owner,19.01,1461,108.5,5
3655,Maruti Wagon R LXI CNG,2016,310000,35000,CNG,Individual,Manual,Second Owner,26.6,998,58.16,5
3656,Maruti Alto K10 LXI,2018,350000,10000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
3657,Mahindra XUV500 W10 AWD,2019,1800000,10000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7
3658,Maruti Swift AMT ZXI BSIV,2018,640000,25000,Petrol,Individual,Automatic,First Owner,22.0,1197,81.8,5
3659,Maruti Wagon R AMT VXI,2017,350000,50000,Petrol,Individual,Automatic,First Owner,20.51,998,67.0,5
3660,Tata Nexon 1.2 Revotron XE,2018,600000,30000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,5
3661,Hyundai Verna 1.6 CRDi SX,2015,575000,23000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,5
3662,Mahindra Thar CRDe ABS,2019,974000,15000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,6
3663,Maruti Wagon R AMT VXI,2018,445000,5000,Petrol,Individual,Automatic,Second Owner,20.51,998,67.0,5
3664,Maruti Ertiga VDI,2015,580000,15000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7
3665,Hyundai Creta 1.4 EX Diesel,2020,1050000,20000,Diesel,Individual,Manual,First Owner,22.1,1396,88.7,5
3666,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,600000,50000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5
3667,Ford Figo 1.2P Ambiente MT,2017,370000,40000,Petrol,Individual,Manual,Second Owner,18.16,1196,86.8,5
3668,Maruti Zen Estilo 1.1 VXI BSIII,2007,150000,70000,Petrol,Individual,Manual,Third Owner,18.2,1061,64.0,5
3669,Maruti Celerio ZXI Optional,2017,483000,15000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5
3670,Hyundai Grand i10 Magna,2016,470000,10000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5
3671,Maruti Vitara Brezza ZDi Plus Dual Tone,2018,950000,25000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
3672,Hyundai Verna 1.6 VTVT,2013,450000,50000,Petrol,Individual,Manual,Third Owner,17.01,1591,121.3,5
3673,Toyota Etios VX,2011,345000,70000,Petrol,Individual,Manual,First Owner,17.6,1496,88.7,5
3674,Maruti Ignis Zeta AMT,2020,600000,5000,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8,5
3675,Maruti A-Star Vxi,2009,300000,60000,Petrol,Individual,Manual,First Owner,19.0,998,66.1,5
3676,Maruti Zen Estilo VXI BSIII,2007,160000,74800,Petrol,Individual,Manual,Second Owner,18.2,998,67.1,5
3677,Maruti Eeco CNG 5 Seater AC BSIV,2012,220000,270000,CNG,Individual,Manual,First Owner,21.94,1196,61.7,5
3678,Honda City 2017-2020 EXi,2007,138000,120000,Petrol,Individual,Manual,Second Owner,17.7,1497,78.0,5
3679,Toyota Qualis FS F7,2000,100000,250000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248,82.0,5
3680,Maruti Swift Dzire VXi,2010,231000,80000,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8,5
